source,title,make,model,year,mileage,price,location
Jiji,Toyota Allion,Toyota,Allion,2012,102142,850000.0,"Mombasa, Tudor"
Jiji,Toyota Hilux,Toyota,Hilux,2008,,1700000.0,"Nakuru, Nakuru Town East"
Jiji,Toyota Harrier,Toyota,Harrier,2005,158241,965000.0,"Nairobi, Komarock"
Jiji,Toyota Mark,Toyota,Mark,2008,,780000.0,"Nairobi, Woodley/Kenyatta Golf Course"
Jiji,Toyota Land,Toyota,Land,2003,,1690000.0,"Nairobi, Kilimani"
Jiji,Toyota Hilux,Toyota,Hilux,2009,,1360000.0,"Nairobi, Embakasi"
Jiji,Toyota Harrier,Toyota,Harrier,2006,181143,1350000.0,"Nairobi, Kilimani"
Jiji,Toyota Land,Toyota,Land,2008,57278,4600000.0,"Nairobi, Karen"
Jiji,Toyota Axio,Toyota,Axio,2009,129835,750000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Crown,Toyota,Crown,2014,75000,1780000.0,"Nairobi, Langata"
Jiji,Toyota Harrier,Toyota,Harrier,2007,138000,1520000.0,"Nairobi, Ridgeways"
Jiji,Toyota Probox,Toyota,Probox,2008,127000,580000.0,"Nairobi, Donholm"
Jiji,Toyota Premio,Toyota,Premio,2005,185400,675000.0,"Uasin Gishu, Eldoret CBD"
Jiji,Toyota Land,Toyota,Land,2010,,4500000.0,"Nairobi, Kilimani"
Jiji,Toyota Land,Toyota,Land,2004,150000,1700000.0,"Kiambu, Kikuyu"
Jiji,Toyota Townace,Toyota,Townace,2009,306204,880000.0,"Nairobi, Karen"
Jiji,Toyota Crown,Toyota,Crown,2012,,1250000.0,"Nairobi, Kilimani"
Jiji,Toyota Vitz,Toyota,Vitz,2012,,700000.0,"Kwale, Ukunda"
Jiji,Toyota Sienta,Toyota,Sienta,2011,125463,680000.0,"Nyeri, Karatina Town"
Jiji,Toyota Wish,Toyota,Wish,2009,,870000.0,"Nairobi, Kasarani"
Jiji,Toyota Sienta,Toyota,Sienta,2011,132452,680000.0,"Mombasa, Tudor"
Jiji,Toyota Probox,Toyota,Probox,2014,,935000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Noah,Toyota,Noah,2013,,1100000.0,"Nakuru, Nakuru Town East"
Jiji,Toyota Noah,Toyota,Noah,2008,,885000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Sienta,Toyota,Sienta,2010,147621,700000.0,"Nyeri, Karatina Town"
Jiji,Toyota Townace,Toyota,Townace,1997,138008,680000.0,"Nakuru, Naivasha"
Jiji,Toyota Hilux,Toyota,Hilux,2016,,3000000.0,"Nairobi, Karen"
Jiji,Toyota Vanguard,Toyota,Vanguard,2011,149886,1950000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Premio,Toyota,Premio,2008,130069,860000.0,"Nairobi, Ridgeways"
Jiji,Toyota Probox,Toyota,Probox,2010,103000,590000.0,"Mombasa, Tudor"
Jiji,Toyota Hilux,Toyota,Hilux,2016,85000,2350000.0,"Nairobi, Karen"
Jiji,Toyota Ractis,Toyota,Ractis,2008,,560000.0,"Nairobi, Embakasi"
Jiji,Toyota Rav4,Toyota,Rav4,2010,99652,1430000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Probox,Toyota,Probox,2013,,740000.0,"Kiambu, Ruaka"
Jiji,Toyota Land,Toyota,Land,1998,,870000.0,"Nairobi, Umoja"
Jiji,Toyota Land,Toyota,Land,2003,142000,1990000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Ractis,Toyota,Ractis,2008,,560000.0,"Nairobi, Embakasi"
Jiji,Toyota Premio,Toyota,Premio,2005,173432,649000.0,"Nakuru, Nakuru Town East"
Jiji,Toyota Noah,Toyota,Noah,2012,,1400000.0,"Nairobi, Parklands/Highridge"
Jiji,Toyota Land,Toyota,Land,2011,125000,4950000.0,"Nairobi, Dagoretti"
Jiji,Toyota Kluger,Toyota,Kluger,2004,170000,800000.0,"Mombasa, Mombasa CBD"
Jiji,Toyota Probox,Toyota,Probox,2008,,555000.0,"Kiambu, Kiambu / Kiambu"
Jiji,Toyota Premio,Toyota,Premio,2008,130069,860000.0,"Nairobi, Ridgeways"
Jiji,Toyota Rav4,Toyota,Rav4,2011,146156,1550000.0,"Nairobi, Ridgeways"
Jiji,Toyota Land,Toyota,Land,2003,101000,2750000.0,"Nairobi, Karen"
Jiji,Toyota Hilux,Toyota,Hilux,2014,105000,1750000.0,"Mombasa, Mombasa CBD"
Jiji,Toyota Land,Toyota,Land,2006,135000,1950000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Premio,Toyota,Premio,2005,89632,680000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Axio,Toyota,Axio,2014,144000,1250000.0,"Nairobi, South B"
Jiji,Toyota Land,Toyota,Land,2007,138000,2280000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Fortuner,Toyota,Fortuner,2005,208000,830000.0,"Nairobi, Kilimani"
Jiji,Toyota Land,Toyota,Land,2007,121978,2100000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Probox,Toyota,Probox,2011,30720,690000.0,"Laikipia, Nanyuki"
Jiji,Toyota Ist,Toyota,Ist,2005,97283,550000.0,"Kiambu, Thika"
Jiji,Toyota Vanguard,Toyota,Vanguard,2008,144081,1490000.0,"Nairobi, Donholm"
Jiji,Toyota Land,Toyota,Land,2010,123000,3450000.0,"Nairobi, Kilimani"
Jiji,Toyota Mark,Toyota,Mark,2012,,1250000.0,"Nairobi, Ridgeways"
Jiji,Toyota Noah,Toyota,Noah,2013,105863,1600000.0,"Nairobi, Ridgeways"
Jiji,Toyota Hilux,Toyota,Hilux,2006,240000,950000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Hilux,Toyota,Hilux,2012,112000,1600000.0,"Kiambu, Ruaka"
Jiji,Toyota Fielder,Toyota,Fielder,2008,,850000.0,"Nairobi, Embakasi"
Jiji,Toyota Mark,Toyota,Mark,2011,,1090000.0,"Nairobi, Karen"
Jiji,Toyota Wish,Toyota,Wish,2004,83841,680000.0,"Nairobi, Embakasi"
Jiji,Toyota Camry,Toyota,Camry,2009,,1150000.0,"Nairobi, Kilimani"
Jiji,Toyota Allion,Toyota,Allion,2013,111000,1390000.0,"Nairobi, Ridgeways"
Jiji,Toyota Prius,Toyota,Prius,2012,,870000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Hilux,Toyota,Hilux,2007,123500,1680000.0,"Nairobi, Westlands"
Jiji,Toyota Land,Toyota,Land,2008,198325,2400000.0,"Nairobi, Westlands"
Jiji,Toyota Harrier,Toyota,Harrier,2010,132000,1950000.0,"Nairobi, Ridgeways"
Jiji,Toyota Caldina,Toyota,Caldina,2003,120000,593000.0,"Mombasa, Kizingo / Mombasa"
Jiji,Toyota Land,Toyota,Land,2008,94000,2199999.0,"Nairobi, Karen"
Jiji,Toyota Mark,Toyota,Mark,2008,136500,730000.0,"Nairobi, Westlands"
Jiji,Toyota Mark,Toyota,Mark,2011,135000,1150000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Mark,Toyota,Mark,2011,126000,1085000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Isis,Toyota,Isis,2010,1660000,650000.0,"Nyandarua, Weru"
Jiji,Toyota Land,Toyota,Land,2004,143258,3250000.0,"Nairobi, Pangani"
Jiji,Toyota Harrier,Toyota,Harrier,2012,,2600000.0,"Nairobi, Parklands/Highridge"
Jiji,Toyota Axio,Toyota,Axio,2007,127205,695000.0,"Nairobi, Ridgeways"
Jiji,Toyota Harrier,Toyota,Harrier,2002,,920000.0,"Laikipia, Nanyuki"
Jiji,Toyota Land,Toyota,Land,2010,298000,3150000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Hilux,Toyota,Hilux,2012,,2300000.0,"Kiambu, Juja"
Jiji,Toyota Axio,Toyota,Axio,2006,129464,699000.0,"Nairobi, Umoja"
Jiji,Toyota Platz,Toyota,Platz,2001,,330000.0,"Kiambu, Githunguri"
Jiji,Toyota Hilux,Toyota,Hilux,2008,,2100000.0,"Nairobi, Parklands/Highridge"
Jiji,Toyota Belta,Toyota,Belta,2008,110543,520000.0,"Nairobi, Parklands/Highridge"
Jiji,Toyota Vitz,Toyota,Vitz,2013,56501,845000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Land,Toyota,Land,1999,172000,1250000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Ractis,Toyota,Ractis,2006,,520000.0,"Kiambu, Kiambu / Kiambu"
Jiji,Toyota Mark,Toyota,Mark,2009,125000,750000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Land,Toyota,Land,2001,220000,2850000.0,"Nairobi, Thome / Nairobi"
Jiji,Toyota Rav4,Toyota,Rav4,2003,165000,550000.0,"Nyandarua, Engineer"
Jiji,Toyota Rav4,Toyota,Rav4,2001,,700000.0,"Kajiado, Ongata Rongai"
Jiji,Toyota Probox,Toyota,Probox,2013,180000,870000.0,"Nakuru, Nakuru Town East"
Jiji,Toyota Fielder,Toyota,Fielder,2012,132385,980000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Harrier,Toyota,Harrier,2015,34000,3700000.0,"Nairobi, Mombasa Road"
Jiji,Toyota Land,Toyota,Land,2009,,2400000.0,"Nairobi, Parklands/Highridge"
Jiji,Toyota Probox,Toyota,Probox,2011,140896,680000.0,"Nyeri, Karatina Town"
Jiji,Toyota Allion,Toyota,Allion,2006,,650000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Crown,Toyota,Crown,2009,98142,1000000.0,"Mombasa, Tudor"
Jiji,Toyota Land,Toyota,Land,2004,118000,1950000.0,"Nairobi, Parklands/Highridge"
Jiji,Toyota Premio,Toyota,Premio,2013,153472,1200000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Land,Toyota,Land,2010,136524,5800000.0,"Nyeri, Karatina Town"
Jiji,Toyota Probox,Toyota,Probox,2010,140000,600000.0,"Nairobi, Kasarani"
Jiji,Toyota Townace,Toyota,Townace,2007,125884,750000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Auris,Toyota,Auris,2015,38240,1350000.0,"Mombasa, Mombasa CBD"
Jiji,Toyota Fielder,Toyota,Fielder,2008,121000,630000.0,"Mombasa, Mvita"
Jiji,Toyota Wish,Toyota,Wish,2006,1807878,550000.0,"Nakuru, Naivasha"
Jiji,Toyota Raum,Toyota,Raum,2011,45000,830000.0,"Kiambu, Thika"
Jiji,Toyota Ractis,Toyota,Ractis,2012,85100,690000.0,"Mombasa, Tudor"
Jiji,Toyota Crown,Toyota,Crown,2007,,780000.0,"Nairobi, Karen"
Jiji,Toyota Vanguard,Toyota,Vanguard,2011,62765,1830000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Crown,Toyota,Crown,2010,145125,1400000.0,"Mombasa, Tudor"
Jiji,Toyota Fielder,Toyota,Fielder,2012,85000,1050000.0,"Nairobi, Parklands/Highridge"
Jiji,Toyota Corolla,Toyota,Corolla,2004,172797,590000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Premio,Toyota,Premio,2009,124358,1180000.0,"Uasin Gishu, Eldoret CBD"
Jiji,Toyota Crown,Toyota,Crown,2014,74000,1780000.0,"Kiambu, Kiambu / Kiambu"
Jiji,Toyota Mark,Toyota,Mark,2010,117000,895000.0,"Nairobi, Upperhill"
Jiji,Toyota Land,Toyota,Land,2000,200000,1300000.0,"Kwale, Ukunda"
Jiji,Toyota Vanguard,Toyota,Vanguard,2011,89652,1950000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Mark,Toyota,Mark,2008,,790000.0,"Nairobi, Parklands/Highridge"
Jiji,Toyota Premio,Toyota,Premio,2010,112877,1080000.0,"Nairobi, Ridgeways"
Jiji,Toyota Land,Toyota,Land,2007,144993,1860000.0,"Mombasa, Tudor"
Jiji,Toyota Ractis,Toyota,Ractis,2011,120000,740000.0,"Mombasa, Mombasa CBD"
Jiji,Toyota Rav4,Toyota,Rav4,1998,185632,580000.0,"Nairobi, Westlands"
Jiji,Toyota Premio,Toyota,Premio,2011,113000,955000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Premio,Toyota,Premio,2010,101584,1550000.0,"Uasin Gishu, Eldoret CBD"
Jiji,Toyota Ractis,Toyota,Ractis,2010,105442,660000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Harrier,Toyota,Harrier,2009,133223,1199000.0,"Mombasa, Tudor"
Jiji,Toyota Land,Toyota,Land,2007,108000,3750000.0,"Nairobi, Woodley/Kenyatta Golf Course"
Jiji,Toyota Vanguard,Toyota,Vanguard,2010,132000,1680000.0,"Nairobi, Kilimani"
Jiji,Toyota Land,Toyota,Land,2005,,1700000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Harrier,Toyota,Harrier,2013,89000,2500000.0,"Nairobi, Langata"
Jiji,Toyota Mark,Toyota,Mark,2011,109123,880000.0,"Mombasa, Tudor"
Jiji,Toyota Allion,Toyota,Allion,2010,,1100000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Land,Toyota,Land,2013,97000,5500000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Premio,Toyota,Premio,2011,109000,1270000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Voxy,Toyota,Voxy,2009,121000,880000.0,"Nairobi, Karen"
Jiji,Toyota Hilux,Toyota,Hilux,2010,1282828,1900000.0,"Nakuru, Naivasha"
Jiji,Toyota Voxy,Toyota,Voxy,2008,,550000.0,"Kiambu, Thika"
Jiji,Toyota Premio,Toyota,Premio,2004,145000,660000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Mark,Toyota,Mark,2011,96323,1040000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Raum,Toyota,Raum,2011,131000,740000.0,"Nairobi, Kilimani"
Jiji,Toyota Ractis,Toyota,Ractis,2014,90000,810000.0,"Nairobi, Eastleigh"
Jiji,Toyota Hilux,Toyota,Hilux,2012,,1900000.0,"Nairobi, Parklands/Highridge"
Jiji,Toyota Land,Toyota,Land,2003,200000,2500000.0,"Mombasa, Mombasa CBD"
Jiji,Toyota Land,Toyota,Land,2000,,2100000.0,"Nakuru, Nakuru Town East"
Jiji,Toyota Hilux,Toyota,Hilux,2011,148203,1750000.0,"Nairobi, Roysambu"
Jiji,Toyota Mark,Toyota,Mark,2007,95120,800000.0,"Mombasa, Tudor"
Jiji,Toyota Fielder,Toyota,Fielder,2004,,665000.0,"Nairobi, Kilimani"
Jiji,Toyota Land,Toyota,Land,2006,150000,3200000.0,"Nairobi, Ridgeways"
Jiji,Toyota Hilux,Toyota,Hilux,2010,,1680000.0,"Kiambu, Ruiru"
Jiji,Toyota Land,Toyota,Land,2010,130000,4300000.0,"Nairobi, Eastleigh"
Jiji,Toyota Hilux,Toyota,Hilux,2012,112000,2990000.0,"Nairobi, Kilimani"
Jiji,Toyota Land,Toyota,Land,2005,125385,1670000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Premio,Toyota,Premio,2009,121723,950000.0,"Mombasa, Tudor"
Jiji,Toyota Land,Toyota,Land,2006,,1850000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Ipsum,Toyota,Ipsum,2003,143500,650000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Ipsum,Toyota,Ipsum,2009,98358,730000.0,"Nakuru, Naivasha"
Jiji,Toyota Premio,Toyota,Premio,2004,,720000.0,"Nakuru, Nakuru Town East"
Jiji,Toyota Land,Toyota,Land,2013,124125,3200000.0,"Mombasa, Tudor"
Jiji,Toyota Succeed,Toyota,Succeed,2013,112580,760000.0,"Nairobi, Ridgeways"
Jiji,Toyota Passo,Toyota,Passo,2009,,680000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Land,Toyota,Land,2010,114000,3450000.0,"Nairobi, Lavington"
Jiji,Toyota Belta,Toyota,Belta,2010,149000,570000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Vitz,Toyota,Vitz,2013,578566,850000.0,"Mombasa, Ganjoni"
Jiji,Toyota Allion,Toyota,Allion,2009,165854,750000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Premio,Toyota,Premio,2005,156000,670000.0,"Nakuru, Nakuru Town East"
Jiji,Toyota Probox,Toyota,Probox,2009,,510000.0,"Kiambu, Kiambu / Kiambu"
Jiji,Toyota Premio,Toyota,Premio,2009,98412,830000.0,"Mombasa, Tudor"
Jiji,Toyota Wish,Toyota,Wish,2005,,570000.0,"Nairobi, Mombasa Road"
Jiji,Toyota Hilux,Toyota,Hilux,2010,,1700000.0,"Kiambu, Ruiru"
Jiji,Toyota Belta,Toyota,Belta,2011,106043,650000.0,"Nairobi, Umoja"
Jiji,Toyota Wish,Toyota,Wish,2009,104525,775000.0,"Nairobi, Parklands/Highridge"
Jiji,Toyota Ist,Toyota,Ist,2003,98000,550000.0,"Nairobi, Parklands/Highridge"
Jiji,Toyota 4-Runner,Toyota,4-Runner,2002,123456,750000.0,"Kajiado, Ngong"
Jiji,Toyota Passo,Toyota,Passo,2013,112903,599000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Land,Toyota,Land,2011,,6500000.0,"Nairobi, Westlands"
Jiji,Toyota Rush,Toyota,Rush,2007,112862,850000.0,"Kiambu, Kiambu / Kiambu"
Jiji,Toyota Land,Toyota,Land,2011,90528,3750000.0,"Nairobi, Ridgeways"
Jiji,Toyota Allion,Toyota,Allion,2010,165000,835000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Land,Toyota,Land,2004,156056,1550000.0,"Mombasa, Tudor"
Jiji,Toyota Premio,Toyota,Premio,2012,121412,1000000.0,"Mombasa, Tudor"
Jiji,Toyota Land,Toyota,Land,2012,,3099000.0,"Nairobi, Kilimani"
Jiji,Toyota Hilux,Toyota,Hilux,2014,169000,1780000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Hilux,Toyota,Hilux,2010,175924,1200000.0,"Nairobi, Umoja"
Jiji,Toyota Fielder,Toyota,Fielder,2011,,950000.0,"Nakuru, Nakuru Town East"
Jiji,Toyota Voxy,Toyota,Voxy,2011,,929000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Crown,Toyota,Crown,2008,128000,850000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Caldina,Toyota,Caldina,2007,111000,550000.0,"Mombasa, Mombasa CBD"
Jiji,Toyota Corolla,Toyota,Corolla,2001,132586,590000.0,"Nakuru, Nakuru Town East"
Jiji,Toyota Succeed,Toyota,Succeed,2009,165000,680000.0,"Nairobi, Dagoretti"
Jiji,Toyota Mark,Toyota,Mark,2006,150000,620000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Hilux,Toyota,Hilux,2000,230000,700000.0,"Nyeri, Karatina Town"
Jiji,Toyota Fielder,Toyota,Fielder,2006,,650000.0,"Nairobi, Parklands/Highridge"
Jiji,Toyota Land,Toyota,Land,2013,87412,4800000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Corolla,Toyota,Corolla,2010,120000,799000.0,"Nairobi, Westlands"
Jiji,Toyota Alphard,Toyota,Alphard,2005,,750000.0,"Nakuru, Nakuru Town East"
Jiji,Toyota Harrier,Toyota,Harrier,2012,112000,2100000.0,"Kericho, Ainamoi"
Jiji,Toyota Premio,Toyota,Premio,2008,145000,950000.0,"Nakuru, Nakuru Town East"
Jiji,Toyota Land,Toyota,Land,2003,136985,1600000.0,"Nairobi, Pangani"
Jiji,Toyota Land,Toyota,Land,2008,112080,2250000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Corolla,Toyota,Corolla,2001,,580000.0,"Kiambu, Ruiru"
Jiji,Toyota Vitz,Toyota,Vitz,2013,,790000.0,"Kiambu, Ruaka"
Jiji,Toyota Hilux,Toyota,Hilux,1986,335000,580000.0,"Isiolo, Isiolo North"
Jiji,Toyota Land,Toyota,Land,2007,142736,2300000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Noah,Toyota,Noah,2010,105587,1150000.0,"Mombasa, Mombasa CBD"
Jiji,Toyota Land,Toyota,Land,2009,113000,3250000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Townace,Toyota,Townace,2006,168000,620000.0,"Nairobi, Ridgeways"
Jiji,Toyota Harrier,Toyota,Harrier,2007,,1250000.0,"Nairobi, Umoja"
Jiji,Toyota Hilux,Toyota,Hilux,2012,108000,2990000.0,"Nairobi, Kasarani"
Jiji,Toyota Vitz,Toyota,Vitz,2012,114000,685000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Land,Toyota,Land,2010,96325,3250000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Probox,Toyota,Probox,2011,123452,510000.0,"Mombasa, Tudor"
Jiji,Toyota Premio,Toyota,Premio,2006,152417,850000.0,"Uasin Gishu, Eldoret CBD"
Jiji,Toyota Fielder,Toyota,Fielder,2003,,650000.0,"Nairobi, Parklands/Highridge"
Jiji,Toyota Hilux,Toyota,Hilux,2011,,1650000.0,"Nairobi, Woodley/Kenyatta Golf Course"
Jiji,Toyota Hilux,Toyota,Hilux,2007,194000,1150000.0,"Nairobi, Embakasi"
Jiji,Toyota Land,Toyota,Land,2006,,3200000.0,"Nakuru, Nakuru Town East"
Jiji,Toyota Crown,Toyota,Crown,2007,,730000.0,"Nairobi, Ridgeways"
Jiji,Toyota Probox,Toyota,Probox,2011,109152,570000.0,"Mombasa, Tudor"
Jiji,Toyota Hilux,Toyota,Hilux,2012,1240000,1500000.0,"Kiambu, Kiambu / Kiambu"
Jiji,Toyota Succeed,Toyota,Succeed,2013,123595,795000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Mark,Toyota,Mark,2004,220000,695000.0,"Nairobi, Woodley/Kenyatta Golf Course"
Jiji,Toyota Hilux,Toyota,Hilux,2012,,2000000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Hilux,Toyota,Hilux,2012,128300,1780000.0,"Nairobi, Roysambu"
Jiji,Toyota Alphard,Toyota,Alphard,2006,,800000.0,"Nairobi, Karen"
Jiji,Toyota Hilux,Toyota,Hilux,2013,150000,1650000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Hilux,Toyota,Hilux,2005,,1300000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Land,Toyota,Land,2011,104123,2800000.0,"Mombasa, Tudor"
Jiji,Toyota Allion,Toyota,Allion,2011,98266,1200000.0,"Nairobi, Ridgeways"
Jiji,Toyota Premio,Toyota,Premio,2007,380245,690000.0,"Nakuru, Nakuru Town East"
Jiji,Toyota Corolla,Toyota,Corolla,2006,160000,680000.0,"Nakuru, Nakuru Town East"
Jiji,Toyota Hilux,Toyota,Hilux,2000,255113,1350000.0,"Mombasa, Tudor"
Jiji,Toyota Hilux,Toyota,Hilux,2009,100000,1980000.0,"Nairobi, Parklands/Highridge"
Jiji,Toyota Probox,Toyota,Probox,2010,165000,510000.0,"Nyeri, Karatina Town"
Jiji,Toyota Wish,Toyota,Wish,2004,290000,530000.0,"Nairobi, Komarock"
Jiji,Toyota Voxy,Toyota,Voxy,2011,110000,1195000.0,"Nairobi, Parklands/Highridge"
Jiji,Toyota Hilux,Toyota,Hilux,2006,,1700000.0,"Nairobi, Ngara"
Jiji,Toyota Premio,Toyota,Premio,2013,76000,1480000.0,"Nairobi, Eastleigh"
Jiji,Toyota Premio,Toyota,Premio,2010,135142,920000.0,"Mombasa, Tudor"
Jiji,Toyota Corolla,Toyota,Corolla,2005,196000,495000.0,"Kiambu, Thika"
Jiji,Toyota Land,Toyota,Land,2009,,3000000.0,"Narok, Narok Town"
Jiji,Toyota Voxy,Toyota,Voxy,2010,116000,890000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Fielder,Toyota,Fielder,2010,,890000.0,"Kiambu, Rosslyn"
Jiji,Toyota Noah,Toyota,Noah,2010,114000,930000.0,"Nairobi, Westlands"
Jiji,Toyota Land,Toyota,Land,1998,250000,2750000.0,"Nairobi, Kilimani"
Jiji,Toyota Crown,Toyota,Crown,2007,200000,699000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Ractis,Toyota,Ractis,2011,135624,685000.0,"Nairobi, Westlands"
Jiji,Toyota Wish,Toyota,Wish,2011,101231,810000.0,"Mombasa, Tudor"
Jiji,Toyota Mark,Toyota,Mark,2011,123142,1000000.0,"Mombasa, Tudor"
Jiji,Toyota Premio,Toyota,Premio,2002,163000,620000.0,"Nairobi, Westlands"
Jiji,Toyota Harrier,Toyota,Harrier,2004,,990000.0,"Nairobi, Umoja"
Jiji,Toyota Premio,Toyota,Premio,2009,23000,835000.0,"Nairobi, Ridgeways"
Jiji,Toyota Harrier,Toyota,Harrier,2009,133985,1750000.0,"Nairobi, Pangani"
Jiji,Toyota Mark,Toyota,Mark,2005,163445,700000.0,"Mombasa, Tudor"
Jiji,Toyota Ist,Toyota,Ist,2005,,560000.0,"Nairobi, Parklands/Highridge"
Jiji,Toyota Premio,Toyota,Premio,2011,131423,850000.0,"Mombasa, Tudor"
Jiji,Toyota Passo,Toyota,Passo,2012,80000,490000.0,"Nakuru, Nakuru Town East"
Jiji,Toyota Allion,Toyota,Allion,2010,118055,1075000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Land,Toyota,Land,2010,,5200000.0,"Kiambu, Kiambu / Kiambu"
Jiji,Toyota Corolla,Toyota,Corolla,2004,220000,620000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Land,Toyota,Land,2007,116000,1900000.0,"Kajiado, Ongata Rongai"
Jiji,Toyota Vanguard,Toyota,Vanguard,2011,116000,1850000.0,"Mombasa, Mombasa CBD"
Jiji,Toyota Allion,Toyota,Allion,2013,,860000.0,"Nakuru, Naivasha"
Jiji,Toyota Hilux,Toyota,Hilux,2010,148000,1300000.0,"Kajiado, Kitengela"
Jiji,Toyota Premio,Toyota,Premio,2011,131423,850000.0,"Mombasa, Tudor"
Jiji,Toyota Auris,Toyota,Auris,2010,,799000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Land,Toyota,Land,2005,,1730000.0,"Nairobi, Ngara"
Jiji,Toyota Hilux,Toyota,Hilux,2013,140000,1800000.0,"Nairobi, Kasarani"
Jiji,Toyota Probox,Toyota,Probox,2010,,660000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Fielder,Toyota,Fielder,2008,,795000.0,"Nairobi, Umoja"
Jiji,Toyota Hilux,Toyota,Hilux,2018,187000,2150000.0,"Nairobi, Westlands"
Jiji,Toyota Regius,Toyota,Regius,2007,165406,585000.0,"Nairobi, Parklands/Highridge"
Jiji,Toyota Corolla,Toyota,Corolla,2008,,550000.0,"Kiambu, Thika"
Jiji,Toyota Voxy,Toyota,Voxy,2003,143562,540000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Harrier,Toyota,Harrier,2004,180000,1200000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Allion,Toyota,Allion,2009,152412,670000.0,"Mombasa, Tudor"
Jiji,Toyota Rav4,Toyota,Rav4,2000,132569,710000.0,"Nairobi, Pangani"
Jiji,Toyota Ractis,Toyota,Ractis,2011,85412,600000.0,"Mombasa, Tudor"
Jiji,Toyota Hilux,Toyota,Hilux,2009,,1950000.0,"Nakuru, Nakuru Town East"
Jiji,Toyota Vitz,Toyota,Vitz,2010,114000,535000.0,"Nairobi, Ngara"
Jiji,Toyota Crown,Toyota,Crown,2007,90000,710000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Corolla,Toyota,Corolla,2005,163000,690000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Rush,Toyota,Rush,2009,,890000.0,"Kiambu, Rosslyn"
Jiji,Toyota Land,Toyota,Land,2012,,2950000.0,"Nairobi, Nairobi Central"
Jiji,Toyota Land,Toyota,Land,2011,89412,3250000.0,"Mombasa, Tudor"
Jiji,Toyota Harrier,Toyota,Harrier,2014,97000,2700000.0,"Mombasa, Mvita"
